Date,BAC,C,GS,JPM,MS,WFC
2013-12-04,2.755569687968872,3.957187583635454,5.135386544444626,4.051263093760352,3.4432985869402133,3.785779271929099
2013-12-05,2.7498317570687476,3.9473901345368763,5.123725895789004,4.038479458962425,3.4288125536428553,3.7830526414904453
2013-12-06,2.7549338039876257,3.95105142468004,5.123725895789004,4.038831822720545,3.427514665208767,3.7884984880656845
2013-12-09,2.7517480612367198,3.9600509569868145,5.130667678856124,4.0347714490932995,3.425564730664717,3.795039639650877
2013-12-10,2.752386034385003,3.962906227344152,5.14865657427146,4.044278579201222,3.4355987838081687,3.7941399338692907
2013-12-11,2.7440606508911505,3.944490225108317,5.134797947498369,4.039008025246114,3.4271899916709763,3.788045784153721
2013-12-12,2.731115498884654,3.9345669579281255,5.129662040254326,4.036008958250146,3.4223063249523,3.77917706421205
2013-12-13,2.729811687906949,3.9355441736421617,5.131613180990187,4.035302045868568,3.439456096226918,3.7803185562070047
2013-12-16,2.7304638058861697,3.9437154639868623,5.144524987900034,4.0419980577316785,3.4477628605191732,3.7873663870009606
2013-12-17,2.7278528408647205,3.932805529665729,5.143241283590041,4.037068491709326,3.434954500588729,3.780090327203017
2013-12-18,2.7542974546957266,3.9525889613139324,5.164328716076764,4.047776934398845,3.4547381365374292,3.8079949654810403
2013-12-19,2.7593768258516564,3.9537406192694684,5.169347002610336,4.052480374034547,3.4512566105623916,3.8110971037173766
2013-12-20,2.76443052732717,3.9596696327076457,5.169290062619256,4.060443010546419,3.440097547742431,3.8110971037173766
2013-12-23,2.7593768258516564,3.963476275422237,5.174396798446014,4.067144631842431,3.4416993176449218,3.8183714225357277
2013-12-24,2.7568403652716422,3.9602416009634025,5.174340145273612,4.0654305677638805,3.439456096226918,3.816832798285212
2013-12-26,2.7568403652716422,3.9644256581575954,5.174792849185575,4.068342744022352,3.4420193761824107,3.820784511620703
2013-12-27,2.753660700205545,3.9590974099026477,5.173037532825967,4.066459332582112,3.4410588930935155,3.8205654183474906
2013-12-30,2.753023540000728,3.9596696327076457,5.176827441392505,4.065087389010889,3.4420193761824107,3.820127004105577
2013-12-31,2.748552137084977,3.953548731763259,5.178632537361109,4.0698810770131635,3.447444635255672,3.818810606956473
2014-01-02,2.782539043650629,3.9589066204468226,5.183916133611155,4.069026754237811,3.448716868528817,3.813307015647058
2014-01-03,2.803360380906535,3.9791207717903223,5.186547499831477,4.076689639925525,3.456316704950725,3.817272658817171
2014-01-06,2.817203487636887,3.9943400647810057,5.199215032462328,4.0854720042448704,3.463546016284341,3.824502437876625
2014-01-07,2.8207835256175806,4.002229295622466,5.198386504315621,4.0847991545136155,3.4622924618826887,3.8242840744620725
2014-01-08,2.814809769672402,4.007333185232471,5.186826956397761,4.076010852943409,3.4607233657685157,3.827553865405384
2014-01-09,2.829087214170784,4.0124111573772305,5.187832643597551,4.07753744390572,3.457577707887115,3.832979814601534
2014-01-10,2.8207835256175806,4.008968214254418,5.185764417877208,4.073461322740891,3.4541060107847277,3.8299449242078016
2014-01-13,2.8213788409961493,4.00113217770834,5.183467541984954,4.071928491728382,3.4506222795126376,3.831029859455473
2014-01-14,2.8195916031316988,3.996364181911141,5.178970608915471,4.070393372656922,3.4410588930935155,3.8251570757351905
2014-01-15,2.8576189758040322,4.010419294095021,5.191511392791949,4.08849417412446,3.4732079697000513,3.8446003650214258
2014-01-16,2.841414877559857,3.980802546463207,5.186211895212035,4.091340048100235,3.4679210041891366,3.8385917076365517
2014-01-17,2.8460714591247,3.968781304646326,5.177730396673184,4.081428162560296,3.5121422892703165,3.840741832918264
2014-01-21,2.842581085167748,3.970291913552122,5.168151711115215,4.068000563383337,3.511246936924559,3.8467375419871574
2014-01-22,2.841998151368816,3.9537406192694684,5.162726708746776,4.066116572156848,3.4955980941083014,3.8465240622954857
2014-01-23,2.8384935060559893,3.944490225108317,5.149933350162044,4.044804089939041,3.4741380202492955,3.8383764816848087
2014-01-24,2.8166055665892396,3.915417201999157,5.135563154749241,4.0317596978599965,3.4458520489553246,3.8321136188942138
2014-01-27,2.805781744947862,3.9051997770073688,5.12158022446514,4.021773855714515,3.4223063249523,3.826029315541798
2014-01-28,2.818995108710371,3.9092190903367188,5.1152955829630615,4.031404765156567,3.4118075507090064,3.8338452606631437
2014-01-29,2.8243506794375235,3.8991403919624394,5.112590053365278,4.02302754435319,3.410157138156312,3.833196205069854
2014-01-30,2.8326249222122786,3.8856790457546517,5.113011349693957,4.032291826995335,3.413784469543091,3.832979814601534
2014-01-31,2.83203615392421,3.875359036885174,5.111867273429484,4.027314060640649,3.394843889774595,3.8223170723146143
2014-02-03,2.8261294394501912,3.8682800952330805,5.109092059249642,4.023922065181372,3.392156621612641,3.820346193442931
2014-02-04,2.806990116707257,3.8607297110405954,5.09110872329884,4.013676631586824,3.3816747177665594,3.8026544615638613
2014-02-05,2.800325523590678,3.8579890943873125,5.091600615393903,4.015481727555429,3.3799737737850397,3.798406302573852
2014-02-06,2.817203487636887,3.8768102591558007,5.087596335232384,4.035125189070715,3.397189332177822,3.8019849206596494
2014-02-07,2.8261294394501912,3.899747962194737,5.093136478140131,4.0418224483235345,3.400196858417477,3.8155121386569695
2014-02-10,2.817203487636887,3.906608363521667,5.086175599752314,4.041646741052736,3.399195396829078,3.820346193442931
2014-02-11,2.8284963586871754,3.9092190903367188,5.10570306096862,4.0530015933867665,3.4141135868447408,3.8305960100430676
2014-02-12,2.827905153886959,3.9150185448342434,5.1073384168052405,4.055430452858599,3.4193646606441357,3.834061463958434
2014-02-13,2.822568636401176,3.9106220306245905,5.102302445496071,4.062165637594889,3.402862635592216,3.8301619723236495
